Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pine-cone-hill-atlantic-sham,,,,,,,King,,,,,PC2756-03,4536.105137,shopify,498,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king.jpg?v=1606217113,3,Pine Cone Hill Atlantic Sham - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/king.jpg?v=1606217113,lb,,,
pine-cone-hill-atlantic-sham,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/european.jpg?v=1606217113,4,Pine Cone Hill Atlantic Sham - Lavender Fields,,,,,,,,,,,,,,,,,,,,,
pine-cone-hill-gingko-shower-curtain,Pine Cone Hill Gingko Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2748,4536.105137,shopify,499,deny,manual,112,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/gingko-shower-curtain.jpg?v=1606217112,1,Pine Cone Hill Gingko Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Gingko Shower Curtain,"With 12 one inch reinforced button holes, this Gingko Shower Curtain features shades of indigo, denim and french blue. A beautiful and graceful way to transform your tub into a meditative sanctuary. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-diamond-eyelet-white-shower-curtain,Pine Cone Hill Diamond Eyelet White Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2790,4536.105137,shopify,500,deny,manual,140,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/diamond-eyelet-white-shower-curtain.jpg?v=1606217111,1,Pine Cone Hill Diamond Eyelet White Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Diamond Eyelet White Shower Curtain,"Not just a privacy screen, this Diamond Eyelet White Shower Curtain is made from ethereal eyelet diamonds with a crisp cotton material. Bring a hint of lacy interested and elegance to your bathroom. Hangs from 12 1' reinforced button holes. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-paros-stripe-shower-curtain,Pine Cone Hill Paros Stripe Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2779,4536.105137,shopify,499,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/paros-stripe-shower-curtain.jpg?v=1606217111,1,Pine Cone Hill Paros Stripe Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Paros Stripe Shower Curtain,"The Paros Stripe Shower Curtain features coastal chambray stripes of sky, denim and indigo on a cotton ecru ground make a casual, classic chic statement to your bath. Bring the look and feel of the ocean breeze to your bathroom with this shower curtain. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-classic-hemstitch-stripe-shower-curtain,Pine Cone Hill Classic Hemstitch Stripe Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2788,4536.105137,shopify,500,deny,manual,78,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/classic-hemstitch-stripe-white-shower-curtain.jpg?v=1606217110,1,Pine Cone Hill Classic Hemstitch Stripe Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Classic Hemstitch Stripe Shower Curtain,"A beautiful and simple shower curtain that’s delicate, understated, and makes your bath look amazing. Finished off with twelve reinforced button holes. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-flower-eyelet-white-shower-curtain,Pine Cone Hill Flower Eyelet White Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2789,4536.105137,shopify,500,deny,manual,85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/flower-eyelet-white-shower-curtain.jpg?v=1606217109,1,Pine Cone Hill Flower Eyelet White Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Flower Eyelet White Shower Curtain,"Featuring vintage charm, Broderie Anglaise flowers across a beautiful crisp white cotton, this Flower Eyelet White Shower Curtain brings a hint of romance and easygoing elegance to the bath. Hangs from 12 1' reinforced button holes. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-lush-linen-white-shower-curtain,Pine Cone Hill Lush Linen White Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2771,4536.105137,shopify,500,deny,manual,175,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/lush-linen-white-shower-curtain.jpg?v=1603272062,1,Pine Cone Hill Lush Linen White Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Lush Linen White Shower Curtain,The Lush Linen White Shower Curtain features a construction of laundered linen and loomed with perfection for a superior soft look and feel. Bring a look of natural warmth to your bathroom with this elegant shower curtain. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.,,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-diamond-embroidered-white-shower-curtain,Pine Cone Hill Diamond Embroidered White Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2791,4536.105137,shopify,498,deny,manual,95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/diamond-embroidered-white-shower-curtain.jpg?v=1603272061,1,Pine Cone Hill Diamond Embroidered White Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Diamond Embroidered White Shower Curtain,"Elegantly embroidered diamonds inspired by vintage ceramic tiles, this Diamond Embroidered White Shower Curtain features traverse crisp white cotton, bringing monochrome interest and easygoing elegance to the bath. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-arcadia-white-matelasse-shower-curtain,Pine Cone Hill Arcadia White Matelasse Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2785,4536.105137,shopify,499,deny,manual,200,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/arcadia-white-shower-curtain.jpg?v=1603272060,1,Pine Cone Hill Arcadia White Matelasse Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Arcadia White Matelasse Shower Curtain,"The Arcadia White Matelasse Shower Curtain is the perfect way to make a statement in any home, with its meticulously woven crisp white cotton and jacquard looms in a pattern of delicate little diamond shaped pillows. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-blue-brush-shower-curtain,Pine Cone Hill Blue Brush Shower Curtain,Pine Cone Hill,Bedding & Bath,,TRUE,Title,Default Title,,,,,PC2774,4536.105137,shopify,496,deny,manual,112,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/blue-brush-shower-curtain.jpg?v=1603272059,1,Pine Cone Hill Blue Brush Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Blue Brush Shower Curtain,"The Blue Brush Shower Curtain features a blue inky brush in elegant herringbone patterns. Each brushstroke is unique, giving a look of sophistication and texture to your bathroom. Finished off with 12 1 inch reinforced button holes. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-classic-ruffle-white-shower-curtain,Pine Cone Hill Classic Ruffle White Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2787,4536.105137,shopify,497,deny,manual,65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/classic-ruffle-white-shower-curtain.jpg?v=1603272058,1,Pine Cone Hill Classic Ruffle White Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Classic Ruffle White Shower Curtain,"Elevate your bath with this subtle, yet beautiful Classic Ruffle White Shower Curtain. Featuring a crisp, white, cotton tailor-made ruffle, adding texture and depth - a great little embellishment that keeps things interesting. Hangs from 12 1' reinforced button holes. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-waffle-stripe-white-matelasse-shower-curtain,Pine Cone Hill Waffle Stripe White Matelasse Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2792,4536.105137,shopify,500,deny,manual,175,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/waffle-white-shower-curtain.jpg?v=1603272057,1,Pine Cone Hill Waffle Stripe White Matelasse Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Waffle Stripe White Matelasse Shower Curtain,"A wonderful way to create a stylish look and feel in any bathroom, this Waffle Stripe White Matelasse Shower Curtain is made with jacquard looms in stripes of monochrome waffle texture. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-milan-shower-curtain,Pine Cone Hill Milan Shower Curtain,Pine Cone Hill,Bedding & Bath,New Arrivals: Apothecary,TRUE,Title,Default Title,,,,,PC2786,4536.105137,shopify,498,deny,manual,140,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/milan-shower-curtain.jpg?v=1603272056,1,Pine Cone Hill Milan Shower Curtain - Lavender Fields,FALSE,Pine Cone Hill Milan Shower Curtain,"With beautiful shapes of wondrous colors in shades of citrus, moss, sky, pink, coral and shale. These bring a spa-like feel to your bathroom with its uniquely styled work from artist Laura Park. Pine Cone Hill bedding and accessories always ship free at Lavender Fields.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-bloom-block-tunic,Pine Cone Hill Bloom Block Tunic,Pine Cone Hill,Apothecary,New Arrivals: Women & Gifts,TRUE,Size,X-Small/Small,,,,,PC2797-01,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/bloom-block-tunic.jpg?v=1603272054,1,Pine Cone Hill Bloom Block Tunic - Lavender Fields,FALSE,Pine Cone Hill Bloom Block Tunic,"With stripes of block-printed and repeating floral motifs in beautiful seasonal shades of blue, coral, and linen. These are across an ivory ground which help bring a fresh and happy element to any look or style. Inspired by the Indian kurta, this stunning tunic is trimmed with transfixing tassels at neck and placket.",,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/bloom-block-tunic.jpg?v=1603272054,lb,,,active
pine-cone-hill-bloom-block-tunic,,,,,,,Medium/Large,,,,,PC2797-02,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/bloom-block-tunic.jpg?v=1603272054,lb,,,
pine-cone-hill-bloom-block-tunic,,,,,,,Extra Large,,,,,PC2797-03,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/bloom-block-tunic.jpg?v=1603272054,lb,,,
pine-cone-hill-telmo-stripe-tunic,Pine Cone Hill Telmo Stripe Tunic,Pine Cone Hill,Apothecary,New Arrivals: Women & Gifts,TRUE,Size,X-Small/Small,,,,,PC2796-01,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/telmo-stripe-tunic.jpg?v=1603272053,1,Pine Cone Hill Telmo Stripe Tunic - Lavender Fields,FALSE,Pine Cone Hill Telmo Stripe Tunic,"Featuring ticking stripes in elegant China blue across an ivory background, this Telmo Stripe Tunic brings a fresh and happy element to a simple straight cut tunic. Inspired by the Indian kurta, this tunic is easy to wear and versatile with a hint of stretch due to the cotton and spandex blend.",,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/telmo-stripe-tunic.jpg?v=1603272053,lb,,,active
pine-cone-hill-telmo-stripe-tunic,,,,,,,Medium/Large,,,,,PC2796-02,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/telmo-stripe-tunic.jpg?v=1603272053,lb,,,
pine-cone-hill-telmo-stripe-tunic,,,,,,,Extra Large,,,,,PC2796-03,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/telmo-stripe-tunic.jpg?v=1603272053,lb,,,
pine-cone-hill-delphi-kaftan,Pine Cone Hill Delphi Kaftan,Pine Cone Hill,Apothecary,New Arrivals: Women & Gifts,TRUE,Size,X-Small/Small,,,,,PC2800-01,4536.105137,shopify,500,deny,manual,130,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/delphine-kaftan.jpg?v=1603272052,1,Pine Cone Hill Delphi Kaftan - Lavender Fields,FALSE,Pine Cone Hill Delphi Kaftan,"The Delphi Kaftan is made of a super comfortable blend of cotton and spandex with versatility and luxury in mind. The perfect cover-up for anywhere in the day or evening, this kaftan is easy to wear and eminently comfortable in cotton woven with a hint of stretch. Ships Free from Lavender Fields everyday!",,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/delphine-kaftan.jpg?v=1603272052,lb,,,active
pine-cone-hill-delphi-kaftan,,,,,,,Medium/Large,,,,,PC2800-02,4536.105137,shopify,499,deny,manual,130,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/delphine-kaftan.jpg?v=1603272052,lb,,,
pine-cone-hill-delphi-kaftan,,,,,,,Extra Large,,,,,PC2800-03,4536.105137,shopify,500,deny,manual,130,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/delphine-kaftan.jpg?v=1603272052,lb,,,
pine-cone-hill-komotini-kaftan,Pine Cone Hill Komotini Kaftan,Pine Cone Hill,Apothecary,New Arrivals: Women & Gifts,TRUE,Size,X-Small/Small,,,,,PC2799-01,4536.105137,shopify,500,deny,manual,130,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/komotini-kaftan.jpg?v=1603272051,1,Pine Cone Hill Komotini Kaftan - Lavender Fields,FALSE,Pine Cone Hill Komotini Kaftan,"Featuring South-Seas inspired indigo prints on an ivory cotton ground that bring a fresh look to this versatile at-home or away piece. A symbol of exoticism and bohemian lifestyle, this Komotini Kaftan is a wonderful piece for anywhere. Ships Free from Lavender Fields everyday!",,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/komotini-kaftan.jpg?v=1603272051,lb,,,active
pine-cone-hill-komotini-kaftan,,,,,,,Medium/Large,,,,,PC2799-02,4536.105137,shopify,500,deny,manual,130,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/komotini-kaftan.jpg?v=1603272051,lb,,,
pine-cone-hill-komotini-kaftan,,,,,,,Extra Large,,,,,PC2799-03,4536.105137,shopify,500,deny,manual,130,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/komotini-kaftan.jpg?v=1603272051,lb,,,
pine-cone-hill-tilos-tunic,Pine Cone Hill Tilos Tunic,Pine Cone Hill,Apothecary,New Arrivals: Women & Gifts,TRUE,Size,X-Small/Small,,,,,PC2798-01,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/tilos-tunic.jpg?v=1603272050,1,Pine Cone Hill Tilos Tunic - Lavender Fields,FALSE,Pine Cone Hill Tilos Tunic,"The Tilos Tunic features a simple straight cut that is inspired by the Indian kurta, an eminently practical garment evolved over millennia for gracefully navigating the summer heat. Ships Free from Lavender Fields everyday!",,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/tilos-tunic.jpg?v=1603272050,lb,,,active
pine-cone-hill-tilos-tunic,,,,,,,Medium/Large,,,,,PC2798-02,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/tilos-tunic.jpg?v=1603272050,lb,,,
pine-cone-hill-tilos-tunic,,,,,,,Extra Large,,,,,PC2798-03,4536.105137,shopify,500,deny,manual,110,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/tilos-tunic.jpg?v=1603272050,lb,,,
pine-cone-hill-larissa-white-robe,Pine Cone Hill Larissa White Robe,Pine Cone Hill,Apothecary,Women: Robes,TRUE,Title,Default Title,,,,,PC2793,2267.96185,shopify,500,deny,manual,110,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/larissa-white-robe.jpg?v=1603272049,1,Pine Cone Hill Larissa White Robe - Lavender Fields,FALSE,Pine Cone Hill Larissa White Robe,"Featuring a classic spa robe design, this Larissa White Robe is streamlined to fit comfy and flattering with double belt-loops, folded shawl collar and a buttonless placket. A great look and feel of luxury and comfort. Ships Free from Lavender Fields everyday!",,,,PC2067-P,,,,,,,,,,,lb,,,active
pine-cone-hill-happy-floral-voile-blue-robe,Pine Cone Hill Happy Floral Voile Blue Robe,Pine Cone Hill,Apothecary,Women: Robes,TRUE,Select Size,S/M,,,,,PC2760-01,2267.96185,shopify,500,deny,manual,100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happy-floral-voile-blue-robe.jpg?v=1603272048,1,Pine Cone Hill Happy Floral Voile Blue Robe - Lavender Fields,FALSE,Pine Cone Hill Happy Floral Voile Blue Robe,The Happy Floral Voile Blue Robe is a beautiful melody of blue and white prints of stylized flora patterns. Gauzy cotton voile is light and lovely against the skin and perfect for summer nights and warmer climates. Ships Free from Lavender Fields everyday!,,,,PC2067-P,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happy-floral-voile-blue-robe.jpg?v=1603272048,lb,,,active
pine-cone-hill-happy-floral-voile-blue-robe,,,,,,,L/XL,,,,,PC2760-02,2267.96185,shopify,500,deny,manual,100,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happyfloralrobe.png?v=1603272048,2,Pine Cone Hill Happy Floral Voile Blue Robe - Lavender Fields,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happy-floral-voile-blue-robe.jpg?v=1603272048,lb,,,
pine-cone-hill-happy-floral-voile-blue-pajamas,Pine Cone Hill Happy Floral Voile Blue Pajamas,Pine Cone Hill,Gifts,"Gifts: Gifts She Will Love, New Arrivals: Women & Gifts, Women: Pajamas",TRUE,Please Select,Small,,,,,PC2759-02,454.0006031,shopify,500,deny,manual,120,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happyfloralpajamas.png?v=1606218004,1,Pine Cone Hill Happy Floral Voile Blue Pajamas - Lavender Fields,FALSE,Pine Cone Hill Happy Floral Voile Blue Pajamas,"The Happy Floral Voile Blue Pajamas features a blue and white print of beautiful stylized and elegant foliage that will elevate your spirits in any room. Made from all cotton voile, these pajamas are cut a little longer and trimmed to skim the body and accentuate the feminine. Ships Free from Lavender Fields everyday!",,,,PC2658-XS,,,,,,,,,,,lb,,,active
pine-cone-hill-happy-floral-voile-blue-pajamas,,,,,,,Medium,,,,,PC2759-03,454.0006031,shopify,500,deny,manual,120,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/happyfloralpajama.png?v=1605749951,2,Pine Cone Hill Happy Floral Voile Blue Pajamas - Lavender Fields,,,,,,,,,,,,,,,,,,lb,,,
pine-cone-hill-happy-floral-voile-blue-pajamas,,,,,,,Large,,,,,PC2759-04,454.0006031,shopify,500,deny,manual,120,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/pchpajamasizechart_22a4e648-02ab-4d89-9feb-e765ea917034.png?v=1606218004,3,Pine Cone Hill Happy Floral Voile Blue Pajamas - Lavender Fields,,,,,,,,,,,,,,,,,,lb,,,
pine-cone-hill-happy-floral-voile-blue-pajamas,,,,,,,Extra Large,,,,,PC2759-05,454.0006031,shopify,500,deny,manual,120,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,,
pine-cone-hill-sunset-beach-linen-decorative-pillow,Pine Cone Hill Sunset Beach Linen Decorative Pillow,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Title,Default Title,,,,,PC2699,2267.96185,shopify,500,deny,manual,106,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/sunsetbeachdecpillow.png?v=1603271844,1,Pine Cone Hill Sunset Beach Linen Decorative Pillow - Lavender Fields,FALSE,,"The playful and painterly designs of these indoor/outdoor pillows are taken from artist Laura Park’s abstract artwork. Digitally printed for superior reproduction on sun-, rain-, dog-, and child-proof recycled P.E.T. fabric, these showstopping pillows will upgrade any space.",,,,,,,,,,,,,,,lb,,,active
pine-cone-hill-sea-breeze-linen-decorative-pillow,Pine Cone Hill Sea Breeze Decorative Pillow,Pine Cone Hill,Bedding & Bath,New Arrivals: Bedding,TRUE,Title,Default Title,,,,,FR378-PIL20,2267.96185,shopify,500,deny,manual,84,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0252/4105/9373/products/seabreezeoutdoorpillow.png?v=1603271844,1,Pine Cone Hill Sea Breeze Decorative Pillow - Lavender Fields,FALSE,,"The playful and painterly designs of these indoor/outdoor pillows are taken from artist Laura Park’s abstract artwork. Digitally printed for superior reproduction on sun-, rain-, dog-, and child-proof recycled P.E.T. fabric, these showstopping pillows will upgrade any space.",,,,,,,,,,,,,,,lb,,,active
